name,slug,brand,category,subcategory,ram,storage,cash_price,deposit,weekly_installment,stock_quantity,is_active,image_urls,cloudinary_public_ids,description,full_details
INFINIX HOT 60i,infinix-hot-60i-8gb-256gb,Infinix,Phone,Smartphone,8GB,256GB,18300,1800,700,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785434636/Infinix-Hot-60i_pezqrr.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1785961162/Infinix-Hot-60i-256GB_4GB-_dkvqzl.jpg""]","[""Infinix-Hot-60i_pezqrr"", ""Infinix-Hot-60i-256GB_4GB-_dkvqzl""]","The Infinix Hot 60i is a budget smartphone with a 6.7-inch 120Hz IPS LCD display, the MediaTek Helio G81 Ultimate chipset, and a 5,160mAh battery with 45W fast charging. It features a 50MP main camera, an 8MP selfie camera, and practical extras like NFC, an IR blaster, and stereo speakers that are rare at this price point.","{""display"": ""6.7\"" IPS LCD"", ""display_resolution"": ""720 x 1600 px (HD+), 120Hz"", ""processor"": ""MediaTek Helio G81 Ultimate (12nm), Octa-core"", ""operating_system"": ""Android 15 (XOS 15.1)"", ""rear_camera"": ""50MP"", ""front_camera"": ""8MP"", ""battery"": ""5160mAh, 45W wired charging"", ""network"": ""4G"", ""colors"": ""Sleek Black, Titanium Silver, Neon Red, Shadow Blue, Meadow Green, Soul Eye Purple""}"
INFINIX HOT 70,infinix-hot-70-4gb-128gb,Infinix,Phone,Smartphone,4GB,128GB,18400,1900,700,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785434636/Infinix-Hot-70_akwdj0.webp""]","[""Infinix-Hot-70_akwdj0""]","The Infinix Hot 70 pairs a large 6.78-inch 120Hz IPS LCD display with the MediaTek Helio G100 Ultimate chipset, up to 8GB of RAM, and up to 256GB of expandable storage. Its standout feature is a 6,000mAh battery with 45W fast charging that comfortably lasts up to two days on moderate use, backed by IP65 water and dust resistance.","{""display"": ""6.78\"" IPS LCD"", ""display_resolution"": ""720 x 1576 px (HD+), 120Hz"", ""processor"": ""MediaTek Helio G100 Ultimate, Octa-core"", ""operating_system"": ""Android 16 (XOS 16)"", ""rear_camera"": ""50MP (f/1.85) main + auxiliary lens"", ""front_camera"": ""8MP"", ""battery"": ""6000mAh, 45W wired + 10W reverse wired charging"", ""network"": ""4G"", ""colors"": ""Thermo Orange, Quiet Violet, Green Texture, Night Pulse, Silver Dancer, Dive Blue""}"
INFINIX HOT 60i,infinix-hot-60i-6gb-128gb,Infinix,Phone,Smartphone,6GB,128GB,16500,1600,630,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785434636/Infinix-Hot-60i_pezqrr.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1785961162/Infinix-Hot-60i-256GB_4GB-_dkvqzl.jpg""]","[""Infinix-Hot-60i_pezqrr"", ""Infinix-Hot-60i-256GB_4GB-_dkvqzl""]","The Infinix Hot 60i is a budget smartphone with a 6.7-inch 120Hz IPS LCD display, the MediaTek Helio G81 Ultimate chipset, and a 5,160mAh battery with 45W fast charging. It features a 50MP main camera, an 8MP selfie camera, and practical extras like NFC, an IR blaster, and stereo speakers that are rare at this price point.","{""display"": ""6.7\"" IPS LCD"", ""display_resolution"": ""720 x 1600 px (HD+), 120Hz"", ""processor"": ""MediaTek Helio G81 Ultimate (12nm), Octa-core"", ""operating_system"": ""Android 15 (XOS 15.1)"", ""rear_camera"": ""50MP"", ""front_camera"": ""8MP"", ""battery"": ""5160mAh, 45W wired charging"", ""network"": ""4G"", ""colors"": ""Sleek Black, Titanium Silver, Neon Red, Shadow Blue, Meadow Green, Soul Eye Purple""}"
INFINIX SMART 20,infinix-smart-20-4gb-128gb,Infinix,Phone,Smartphone,4GB,128GB,15350,1500,595,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785434634/Infinix-Smart-20_zxtr60.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1785961161/Infinix-Smart-20-c_tcpdgp.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1785961161/Infinix-Smart-20-b_f65ghv.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1785961161/Infinix-Smart-20_plzwi4.webp""]","[""Infinix-Smart-20_zxtr60"", ""Infinix-Smart-20-c_tcpdgp"", ""Infinix-Smart-20-b_f65ghv"", ""Infinix-Smart-20_plzwi4""]","The Infinix Smart 20 is a slim, budget-friendly smartphone with a 6.78-inch 120Hz IPS LCD display reaching up to 700 nits of brightness and an IP64 rating for dust and splash protection. Powered by the MediaTek Helio G81 Ultimate chipset with 4GB RAM, it features an 8MP main camera, an 8MP selfie camera, and a 5200mAh battery, running Android 16 with XOS 16.","{""display"": ""6.78\"" IPS LCD"", ""display_resolution"": ""720 x 1576 px (HD+), 120Hz"", ""processor"": ""MediaTek Helio G81 Ultimate (12nm), Octa-core"", ""operating_system"": ""Android 16 (XOS 16)"", ""rear_camera"": ""8MP + auxiliary lens"", ""front_camera"": ""8MP"", ""battery"": ""5200mAh, 15W wired + 5W reverse wired charging"", ""network"": ""4G"", ""colors"": ""Shadow Black, Cloudline Blue, Polaris Titanium, Sunlike Orange""}"
INFINIX HOT 60i,infinix-hot-60i-4gb-128gb,Infinix,Phone,Smartphone,4GB,128GB,14400,1400,560,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785434636/Infinix-Hot-60i_pezqrr.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1785961162/Infinix-Hot-60i-256GB_4GB-_dkvqzl.jpg""]","[""Infinix-Hot-60i_pezqrr"", ""Infinix-Hot-60i-256GB_4GB-_dkvqzl""]","The Infinix Hot 60i is a budget smartphone with a 6.7-inch 120Hz IPS LCD display, the MediaTek Helio G81 Ultimate chipset, and a 5,160mAh battery with 45W fast charging. It features a 50MP main camera, an 8MP selfie camera, and practical extras like NFC, an IR blaster, and stereo speakers that are rare at this price point.","{""display"": ""6.7\"" IPS LCD"", ""display_resolution"": ""720 x 1600 px (HD+), 120Hz"", ""processor"": ""MediaTek Helio G81 Ultimate (12nm), Octa-core"", ""operating_system"": ""Android 15 (XOS 15.1)"", ""rear_camera"": ""50MP"", ""front_camera"": ""8MP"", ""battery"": ""5160mAh, 45W wired charging"", ""network"": ""4G"", ""colors"": ""Sleek Black, Titanium Silver, Neon Red, Shadow Blue, Meadow Green, Soul Eye Purple""}"
INFINIX SMART 20,infinix-smart-20-4gb-64gb,Infinix,Phone,Smartphone,4GB,64GB,13600,1400,560,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785434634/Infinix-Smart-20_zxtr60.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1785961161/Infinix-Smart-20-b_f65ghv.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1785961161/Infinix-Smart-20_plzwi4.webp""]","[""Infinix-Smart-20_zxtr60"", ""Infinix-Smart-20-b_f65ghv"", ""Infinix-Smart-20_plzwi4""]","The Infinix Smart 20 is a slim, budget-friendly smartphone with a 6.78-inch 120Hz IPS LCD display reaching up to 700 nits of brightness and an IP64 rating for dust and splash protection. Powered by the MediaTek Helio G81 Ultimate chipset with 4GB RAM, it features an 8MP main camera, an 8MP selfie camera, and a 5200mAh battery, running Android 16 with XOS 16.","{""display"": ""6.78\"" IPS LCD"", ""display_resolution"": ""720 x 1576 px (HD+), 120Hz"", ""processor"": ""MediaTek Helio G81 Ultimate (12nm), Octa-core"", ""operating_system"": ""Android 16 (XOS 16)"", ""rear_camera"": ""8MP + auxiliary lens"", ""front_camera"": ""8MP"", ""battery"": ""5200mAh, 15W wired + 5W reverse wired charging"", ""network"": ""4G"", ""colors"": ""Shadow Black, Cloudline Blue, Polaris Titanium, Sunlike Orange""}"
INFINIX SMART 10,infinix-smart-10-4gb-128gb,Infinix,Phone,Smartphone,4GB,128GB,12850,1300,525,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785759634/Infinix-Smart-10_jghdk1.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1785961163/Infinix-Smart-10-c_m9cbwp.jpg"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1785961163/Infinix-Smart-10-b_c1qulg.jpg""]","[""Infinix-Smart-10_jghdk1"", ""Infinix-Smart-10-c_m9cbwp"", ""Infinix-Smart-10-b_c1qulg""]","The Infinix Smart 10 is an entry-level smartphone offering a 6.67-inch 120Hz IPS LCD display, the Unisoc T7250 chipset, and up to 6GB of RAM (with virtual RAM expansion) for basic day-to-day use. It comes with a 5000mAh battery, an 8MP AI rear camera, stereo speakers, and IP64 splash resistance, all in a lightweight, budget-friendly package.","{""display"": ""6.67\"" IPS LCD"", ""display_resolution"": ""720 x 1600 px (HD+), 120Hz"", ""processor"": ""Unisoc T7250 (12nm), Octa-core (2x1.8GHz Cortex-A75 + 6x1.6GHz Cortex-A55)"", ""operating_system"": ""Android 15 (XOS 15.1)"", ""rear_camera"": ""8MP + auxiliary lens"", ""front_camera"": ""8MP"", ""battery"": ""5000mAh, 15W wired charging"", ""network"": ""4G"", ""colors"": ""Sleek Black, Titanium Silver, Iris Blue, Twilight Gold""}"
Oppo A5 pro,oppo-a5-pro-8gb-256gb-33000,Oppo,Phone,Smartphone,8GB,256GB,33000,6600,1085,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1786015889/Oppo_A5_pro_kltgzt.jpg"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015888/Oppo_A5_pro_b_xgniyj.jpg"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015888/oppo-a5-pro-brown-p8_s6r9xf.jpg""]","[""Oppo_A5_pro_kltgzt"", ""Oppo_A5_pro_b_xgniyj"", ""oppo-a5-pro-brown-p8_s6r9xf""]","The Oppo A5 Pro is a rugged mid-ranger with a 6.67-inch 120Hz IPS LCD display, IP69 water and dust resistance, and MIL-STD-810H shock protection, powered by the MediaTek Dimensity 6300 chipset with up to 8GB RAM. It's built around a large battery (up to 5,800mAh) with 45W SUPERVOOC charging and a 50MP main camera, prioritizing durability and battery life over premium display or camera specs.","{""display"": ""6.67\"" LCD"", ""display_resolution"": ""720 x 1604 px (HD+), 90Hz"", ""processor"": ""Qualcomm Snapdragon 6s 4G Gen 1, Octa-core"", ""operating_system"": ""Android 15 (ColorOS 15)"", ""rear_camera"": ""50MP (f/1.8) + 2MP monochrome"", ""front_camera"": ""8MP"", ""battery"": ""5800mAh (typical), 45W SUPERVOOC wired charging"", ""network"": ""4G"", ""colors"": ""Mocha Brown, Olive Green""}"
OPPO A5,oppo-a5-8gb-256gb,Oppo,Phone,Smartphone,8GB,256GB,28000,5600,945,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785761684/Oppo-A5_ugwoco.jpg"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015891/Oppo-A5-4G-b_frv8xk.webp""]","[""Oppo-A5_ugwoco"", ""Oppo-A5-4G-b_frv8xk""]","The Oppo A5 (2025) is a durable budget smartphone with IP65 water and dust resistance and Gorilla Glass 7i protection on its 6.67-inch 90-120Hz IPS LCD display. It runs on either a Snapdragon 6s Gen 1 or MediaTek Dimensity 6300 chipset with up to 8GB RAM, a 50MP+2MP rear camera, and a substantial 6000mAh battery with 45W SUPERVOOC fast charging.","{""display"": ""6.67\"" LCD"", ""display_resolution"": ""720 x 1604 px (HD+), 120Hz"", ""processor"": ""MediaTek Dimensity 6300, Octa-core"", ""operating_system"": ""Android 15 (ColorOS 15)"", ""rear_camera"": ""50MP (f/1.8) + 2MP monochrome"", ""front_camera"": ""8MP"", ""battery"": ""6000mAh (typical), 45W SUPERVOOC wired charging"", ""network"": ""5G"", ""colors"": ""Mist White, Aurora Green""}"
Oppo Reno 14F,oppo-reno-14f-12gb-512gb,Oppo,Phone,Smartphone,12GB,512GB,62000,12400,1995,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785761679/Oppo-Reno14-F_bxznde.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015887/Oppo-Reno14-F-5G-1_gnr8jq.webp""]","[""Oppo-Reno14-F_bxznde"", ""Oppo-Reno14-F-5G-1_gnr8jq""]","The Oppo Reno 14F is a stylish mid-ranger with a 6.57-inch AMOLED 120Hz display, a Qualcomm Snapdragon 6 Gen 1 chipset, and up to 12GB of RAM. It packs a 50MP OIS main camera alongside 8MP ultrawide and 2MP macro lenses, a bright 32MP selfie camera, and a large 6000mAh battery with 45W SUPERVOOC fast charging.","{""display"": ""6.57\"" AMOLED"", ""display_resolution"": ""1080 x 2372 px (FHD+), 120Hz"", ""processor"": ""Qualcomm Snapdragon 6 Gen 1, Octa-core"", ""operating_system"": ""Android 15 (ColorOS 15)"", ""rear_camera"": ""50MP Sony IMX882 (OIS) + 8MP ultrawide + 2MP macro"", ""front_camera"": ""32MP"", ""battery"": ""6000mAh, 45W SUPERVOOC wired charging"", ""network"": ""5G"", ""colors"": ""Vivid Blue, Tranquil Green, Glossy Pink""}"
OPPO A3,oppo-a3-8gb-256gb,Oppo,Phone,Smartphone,8GB,256GB,31715,6400,1050,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1786015886/Oppo_A3_g_ktjb7a.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015885/Oppo_A3_b_z75v8n.jpg"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015884/OPPO-A3-6GB128GB_xgwvep.jpg""]","[""Oppo_A3_g_ktjb7a"", ""Oppo_A3_b_z75v8n"", ""OPPO-A3-6GB128GB_xgwvep""]","The Oppo A3 is an affordable everyday smartphone with a 6.67-inch 90Hz LCD display and a Qualcomm Snapdragon 6s 4G Gen 1 chipset paired with up to 8GB of RAM. It has a 50MP main rear camera, a 5100mAh battery, and 45W SUPERVOOC charging for quick top-ups.","{""display"": ""6.67\"" LCD"", ""display_resolution"": ""720 x 1604 px (HD+), 90Hz"", ""processor"": ""Qualcomm Snapdragon 6s 4G Gen 1, Octa-core"", ""operating_system"": ""Android 14 (ColorOS 14)"", ""rear_camera"": ""50MP (f/1.8)"", ""front_camera"": ""5MP"", ""battery"": ""5100mAh (typical), 45W SUPERVOOC wired charging"", ""network"": ""4G"", ""colors"": ""Sparkle Black, Starry Purple, Starlight White""}"
Oppo RENO 15F,oppo-reno-15f-12gb-512gb,Oppo,Phone,Smartphone,12GB,512GB,61000,12200,1960,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785761674/Oppo-Reno15-F_gxq8wy.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015883/Oppo_reno_15f_c_kvkhfz.jpg"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015883/Oppo-Reno15-F-5G-1_tf82v2.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015880/Oppo-Reno15-F-5G-p_a4yoho.webp""]","[""Oppo-Reno15-F_gxq8wy"", ""Oppo_reno_15f_c_kvkhfz"", ""Oppo-Reno15-F-5G-1_tf82v2"", ""Oppo-Reno15-F-5G-p_a4yoho""]","The Oppo Reno 15F combines a 6.57-inch AMOLED 120Hz display with a Snapdragon 6 Gen 1 chipset and up to 12GB of RAM for smooth everyday performance. It features an OIS-stabilized 50MP main camera, a standout 50MP selfie camera, and a massive 7000mAh battery with 80W SUPERVOOC fast charging.","{""display"": ""6.57\"" AMOLED"", ""display_resolution"": ""1080 x 2372 px (FHD+), 120Hz"", ""processor"": ""Qualcomm Snapdragon 6 Gen 1, Octa-core"", ""operating_system"": ""Android 16 (ColorOS 16)"", ""rear_camera"": ""50MP (OIS) + 8MP ultrawide + 2MP macro"", ""front_camera"": ""50MP"", ""battery"": ""7000mAh, 80W SUPERVOOC wired charging"", ""network"": ""5G"", ""colors"": ""Afterglow Pink, Aurora Blue, Twilight Blue""}"
OPPO A5 PRO,oppo-a5-pro-8gb-256gb-34923,Oppo,Phone,Smartphone,8GB,256GB,34923,6600,1085,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1786015889/Oppo_A5_pro_kltgzt.jpg"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015888/Oppo_A5_pro_b_xgniyj.jpg"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015888/oppo-a5-pro-brown-p8_s6r9xf.jpg""]","[""Oppo_A5_pro_kltgzt"", ""Oppo_A5_pro_b_xgniyj"", ""oppo-a5-pro-brown-p8_s6r9xf""]","The Oppo A5 Pro is a rugged mid-ranger with a 6.67-inch 90Hz LCD display, IP69 water and dust resistance, and a MediaTek Dimensity 6300 chipset with up to 8GB RAM. It's built around a large 5800mAh battery with 45W SUPERVOOC charging and a 50MP main camera, prioritizing durability and battery life over premium display or camera specs.","{""display"": ""6.67\"" LCD"", ""display_resolution"": ""720 x 1604 px (HD+), 90Hz"", ""processor"": ""Qualcomm Snapdragon 6s 4G Gen 1, Octa-core"", ""operating_system"": ""Android 15 (ColorOS 15)"", ""rear_camera"": ""50MP (f/1.8) + 2MP monochrome"", ""front_camera"": ""8MP"", ""battery"": ""5800mAh (typical), 45W SUPERVOOC wired charging"", ""network"": ""4G"", ""colors"": ""Mocha Brown, Olive Green""}"
OPPO A5,oppo-a5-6gb-128gb-25800,Oppo,Phone,Smartphone,6GB,128GB,25800,5200,875,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785761684/Oppo-A5_ugwoco.jpg"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015891/Oppo-A5-4G-b_frv8xk.webp""]","[""Oppo-A5_ugwoco"", ""Oppo-A5-4G-b_frv8xk""]","The Oppo A5 is a durable budget smartphone with a 6.67-inch 120Hz LCD display and MediaTek Dimensity 6300 chipset paired with 6GB of RAM. It features a 50MP main camera with a monochrome sensor, an 8MP front camera, and a large 6000mAh battery with 45W SUPERVOOC fast charging on 5G connectivity.","{""display"": ""6.67\"" LCD"", ""display_resolution"": ""720 x 1604 px (HD+), 120Hz"", ""processor"": ""MediaTek Dimensity 6300, Octa-core"", ""operating_system"": ""Android 15 (ColorOS 15)"", ""rear_camera"": ""50MP (f/1.8) + 2MP monochrome"", ""front_camera"": ""8MP"", ""battery"": ""6000mAh (typical), 45W SUPERVOOC wired charging"", ""network"": ""5G"", ""colors"": ""Mist White, Aurora Green""}"
OPPO A6 PRO,oppo-a6-pro-8gb-256gb-48000,Oppo,Phone,Smartphone,8GB,256GB,48000,9600,1540,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785761658/Oppo-A6-Pro-5G_v0erpb.jpg"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015879/Oppo-A6-Pro-5G-a_alvht9.jpg""]","[""Oppo-A6-Pro-5G_v0erpb"", ""Oppo-A6-Pro-5G-a_alvht9""]","The Oppo A6 Pro pairs a 6.57-inch AMOLED 120Hz display with a MediaTek Dimensity 6300 chipset and 8GB of RAM for reliable mid-range performance. It has a 50MP+2MP rear camera setup, a 16MP front camera, and a huge 7000mAh battery with 80W SUPERVOOC fast charging.","{""display"": ""6.57\"" AMOLED"", ""display_resolution"": ""1080 x 2372 px (FHD+), 120Hz"", ""processor"": ""MediaTek Dimensity 6300, Octa-core"", ""operating_system"": ""Android 15 (ColorOS 15)"", ""rear_camera"": ""50MP + 2MP"", ""front_camera"": ""16MP"", ""battery"": ""7000mAh (typical), 80W SUPERVOOC wired charging"", ""network"": ""5G"", ""colors"": ""White, Blue, Pink, Light Pink""}"
OPPO A6 PRO,oppo-a6-pro-8gb-256gb-51500,Oppo,Phone,Smartphone,8GB,256GB,51500,10300,1680,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785761658/Oppo-A6-Pro-5G_v0erpb.jpg"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015879/Oppo-A6-Pro-5G-a_alvht9.jpg""]","[""Oppo-A6-Pro-5G_v0erpb"", ""Oppo-A6-Pro-5G-a_alvht9""]","This Oppo A6 Pro variant offers the same 6.57-inch AMOLED 120Hz display and MediaTek Dimensity 6300 chipset with 8GB of RAM, a 50MP+2MP rear camera, and a 16MP front camera. It's powered by a massive 7000mAh battery with 80W SUPERVOOC fast charging for all-day use and quick top-ups.","{""display"": ""6.57\"" AMOLED"", ""display_resolution"": ""1080 x 2372 px (FHD+), 120Hz"", ""processor"": ""MediaTek Dimensity 6300, Octa-core"", ""operating_system"": ""Android 15 (ColorOS 15)"", ""rear_camera"": ""50MP + 2MP"", ""front_camera"": ""16MP"", ""battery"": ""7000mAh (typical), 80W SUPERVOOC wired charging"", ""network"": ""5G"", ""colors"": ""White, Blue, Pink, Light Pink""}"
OPPO A6,oppo-a6-6gb-256gb,Oppo,Phone,Smartphone,6GB,256GB,37200,7500,1225,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785761659/Oppo-A6-4G_ihm6ir.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015880/oppo-a6-5g-front-back_grzclo.png""]","[""Oppo-A6-4G_ihm6ir"", ""oppo-a6-5g-front-back_grzclo""]","The Oppo A6 is a budget-friendly smartphone with a 6.75-inch 120Hz LCD display, a MediaTek Dimensity 6300 chipset, and 6GB of RAM. It has a 50MP main camera, an 8MP front camera, and an exceptionally large 7000mAh battery with 45W SUPERVOOC fast charging.","{""display"": ""6.75\"" IPS LCD"", ""display_resolution"": ""720 x 1570 px (HD+), 120Hz"", ""processor"": ""MediaTek Dimensity 6300, Octa-core"", ""operating_system"": ""Android 15 (ColorOS 15)"", ""rear_camera"": ""50MP"", ""front_camera"": ""8MP"", ""battery"": ""7000mAh, 45W SUPERVOOC wired charging"", ""network"": ""5G"", ""colors"": ""Sapphire Blue, Aurora Gold, Sakura Pink""}"
OPPO A6,oppo-a6-8gb-256gb,Oppo,Phone,Smartphone,8GB,256GB,40250,8100,1330,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785761659/Oppo-A6-4G_ihm6ir.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015880/oppo-a6-5g-front-back_grzclo.png""]","[""Oppo-A6-4G_ihm6ir"", ""oppo-a6-5g-front-back_grzclo""]","This Oppo A6 variant steps up to 8GB of RAM while keeping the same 6.75-inch 120Hz LCD display and MediaTek Dimensity 6300 chipset. It includes a 50MP main camera, an 8MP front camera, and a 7000mAh battery with 45W SUPERVOOC fast charging.","{""display"": ""6.75\"" IPS LCD"", ""display_resolution"": ""720 x 1570 px (HD+), 120Hz"", ""processor"": ""MediaTek Dimensity 6300, Octa-core"", ""operating_system"": ""Android 15 (ColorOS 15)"", ""rear_camera"": ""50MP"", ""front_camera"": ""8MP"", ""battery"": ""7000mAh, 45W SUPERVOOC wired charging"", ""network"": ""5G"", ""colors"": ""Sapphire Blue, Aurora Gold, Sakura Pink""}"
OPPO A5,oppo-a5-6gb-128gb-25900,Oppo,Phone,Smartphone,6GB,128GB,25900,5200,875,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785761684/Oppo-A5_ugwoco.jpg"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015891/Oppo-A5-4G-b_frv8xk.webp""]","[""Oppo-A5_ugwoco"", ""Oppo-A5-4G-b_frv8xk""]","The Oppo A5 is a durable budget smartphone with a 6.67-inch 120Hz LCD display and MediaTek Dimensity 6300 chipset paired with 6GB of RAM. It features a 50MP main camera with a monochrome sensor, an 8MP front camera, and a large 6000mAh battery with 45W SUPERVOOC fast charging on 5G connectivity.","{""display"": ""6.67\"" LCD"", ""display_resolution"": ""720 x 1604 px (HD+), 120Hz"", ""processor"": ""MediaTek Dimensity 6300, Octa-core"", ""operating_system"": ""Android 15 (ColorOS 15)"", ""rear_camera"": ""50MP (f/1.8) + 2MP monochrome"", ""front_camera"": ""8MP"", ""battery"": ""6000mAh (typical), 45W SUPERVOOC wired charging"", ""network"": ""5G"", ""colors"": ""Mist White, Aurora Green""}"
OPPO A3,oppo-a3-6gb-128gb,Oppo,Phone,Smartphone,6GB,128GB,25600,5200,875,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1786015886/Oppo_A3_g_ktjb7a.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015885/Oppo_A3_b_z75v8n.jpg"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015884/OPPO-A3-6GB128GB_xgwvep.jpg""]","[""Oppo_A3_g_ktjb7a"", ""Oppo_A3_b_z75v8n"", ""OPPO-A3-6GB128GB_xgwvep""]","The Oppo A3 is a budget smartphone with a 6.67-inch LCD display and a Qualcomm Snapdragon 6s Gen 1 chipset paired with 6GB of RAM. It has a 50MP main camera with an auxiliary lens, a 5MP front camera, and a 5100mAh battery with 45W SUPERVOOC fast charging on 4G LTE.","{""display"": ""6.67 inches, IPS LCD"", ""display_resolution"": ""720 x 1604 pixels"", ""processor"": ""Qualcomm Snapdragon 6s Gen 1 (6nm), Octa-core"", ""operating_system"": ""Android 14, ColorOS 14"", ""rear_camera"": ""50MP + Auxiliary Lens"", ""front_camera"": ""5MP"", ""battery"": ""5100mAh, 45W SUPERVOOC"", ""network"": ""4G LTE"", ""colors"": ""Sparkle Black, Starry Purple, Starlight White""}"
OPPO A3X,oppo-a3x-4gb-128gb,Oppo,Phone,Smartphone,4GB,128GB,18393,2000,700,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1786015878/Oppo-A3x-4G-b-original_g2hbla.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015878/Oppo-A3X-128-6GB_rwojrh.jpg"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015876/Oppo-A3x_pbgrqf.webp""]","[""Oppo-A3x-4G-b-original_g2hbla"", ""Oppo-A3X-128-6GB_rwojrh"", ""Oppo-A3x_pbgrqf""]","The Oppo A3X is an entry-level smartphone with a 6.67-inch LCD display and a Qualcomm Snapdragon 6s Gen 1 chipset paired with 4GB of RAM and 128GB of storage. It has an 8MP main camera with an auxiliary lens, a 5MP front camera, and a 5100mAh battery with 45W fast charging on 4G LTE.","{""display"": ""6.67 inches, IPS LCD"", ""display_resolution"": ""720 x 1604 pixels"", ""processor"": ""Qualcomm Snapdragon 6s Gen 1 (6nm), Octa-core"", ""operating_system"": ""Android 14, ColorOS 14"", ""rear_camera"": ""8MP + Auxiliary Lens"", ""front_camera"": ""5MP"", ""battery"": ""5100mAh, 45W"", ""network"": ""4G LTE"", ""colors"": ""Sparkle Black, Starry Purple, Starlight White""}"
OPPO A6X,oppo-a6x-4gb-64gb,Oppo,Phone,Smartphone,4GB,64GB,15900,1500,700,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785761652/Oppo-A6x-4G_m9wvkm.webp""]","[""Oppo-A6x-4G_m9wvkm""]","The Oppo A6X is an entry-level smartphone with a large 6.75-inch LCD display and a Qualcomm Snapdragon 685 chipset paired with 4GB of RAM. It has a 13MP autofocus rear camera, a 5MP front camera, and a substantial 6100mAh battery with 45W wired and 5W reverse wired charging on 4G LTE.","{""display"": ""6.75 inches, IPS LCD"", ""display_resolution"": ""720 x 1570 pixels"", ""processor"": ""Qualcomm Snapdragon 685 (6nm), Octa-core"", ""operating_system"": ""Android 15, ColorOS 15"", ""rear_camera"": ""13MP, AF"", ""front_camera"": ""5MP"", ""battery"": ""6100mAh, 45W wired, 5W reverse wired"", ""network"": ""4G LTE"", ""colors"": ""Plum Purple, Ice Blue""}"
